Location,Date,Time,VehicleCount,PM2.5,PM10,NO2,Temperature,Humidity
Park Ave,2025-01-03,01:18:00,135,91.9,93.41,8.68,31.75,64.41
Park Ave,2025-01-19,21:45:00,28,91.23,76.02,67.97,28.35,79.81
5th Ave,2025-01-24,04:20:00,381,121.81,18.13,78.63,39.22,45.22
Park Ave,2025-01-16,02:58:00,431,140.07,164.18,23.99,39.1,41.78
Main St,2025-01-21,21:32:00,494,47.55,139.02,29.52,34.52,23.72
Main St,2025-01-28,13:29:00,347,22.39,75.19,36.32,19.43,52.19
Elm St,2025-01-28,18:41:00,434,41.35,45.47,33.77,25.03,76.01
Main St,2025-01-17,03:24:00,79,70.78,163.24,14.7,27.42,66.97
Park Ave,2025-01-13,03:40:00,177,126.67,52.65,15.3,36.21,70.61
Main St,2025-01-17,16:04:00,463,81.27,100.12,24.4,34.9,46.53
Main St,2025-01-20,02:06:00,154,123.51,161.11,93.81,16.16,57.25
Main St,2025-01-02,02:48:00,114,87.34,187.52,61.73,39.41,68.36
Park Ave,2025-01-03,06:47:00,497,99.21,58.56,11.37,19.68,46.77
Elm St,2025-01-30,05:47:00,74,139.28,171.44,40.07,27.36,65.72
5th Ave,2025-01-23,15:41:00,113,31.93,181.7,8.14,20.56,70.38
Main St,2025-01-22,15:10:00,47,82.53,144.36,41.67,36.23,28.23
Elm St,2025-01-08,15:03:00,361,94.41,80.85,27.18,28.09,28.63
5th Ave,2025-01-04,01:31:00,418,44.02,80.81,25.02,19.76,59.59
Elm St,2025-01-16,07:58:00,16,81.04,131.95,88.92,18.33,65.74
Broadway,2025-01-10,14:37:00,487,145.29,66.96,42.8,31.13,27.68
Main St,2025-01-03,01:14:00,421,35.95,117.02,86.08,21.26,76.43
Park Ave,2025-01-05,00:09:00,219,99.69,62.98,11.34,36.27,53.81
Broadway,2025-01-08,21:55:00,111,26.94,50.71,51.63,39.35,52.26
5th Ave,2025-01-05,09:37:00,225,77.23,156.3,69.98,18.1,55.79
Elm St,2025-01-11,01:03:00,59,97.53,192.14,15.74,19.46,20.62
5th Ave,2025-01-29,23:33:00,226,17.11,65.21,71.15,22.35,38.06
Elm St,2025-01-09,04:00:00,196,139.57,22.74,30.88,36.86,49.03
Elm St,2025-01-09,04:00:00,436,139.34,101.56,91.76,20.65,44.22
5th Ave,2025-01-05,18:39:00,115,29.26,125.9,67.57,21.93,64.76
Elm St,2025-01-22,01:48:00,224,75.47,11.45,91.84,22.41,58.77
5th Ave,2025-01-07,21:45:00,4,74.08,50.8,40.95,29.68,43.42
Main St,2025-01-21,04:17:00,3,113.59,60.07,91.19,38.51,50.96
Broadway,2025-01-21,18:39:00,135,140.44,129.06,74.9,18.59,25.41
Main St,2025-01-04,16:54:00,112,45.28,188.08,80.0,32.91,74.2
Elm St,2025-01-06,08:33:00,231,19.0,32.56,69.07,15.88,35.62
Main St,2025-01-15,00:47:00,393,19.87,75.24,68.26,29.14,78.19
5th Ave,2025-01-14,06:31:00,346,9.31,193.52,82.6,30.04,28.13
5th Ave,2025-01-30,12:46:00,258,92.8,116.61,37.2,22.77,47.62
Park Ave,2025-01-24,01:02:00,85,11.18,109.68,64.39,36.44,66.6
5th Ave,2025-01-07,15:05:00,138,105.13,46.64,91.26,30.27,23.74
Park Ave,2025-01-15,14:53:00,85,50.29,124.42,47.06,23.08,51.37
Main St,2025-01-23,16:37:00,35,111.8,153.06,23.23,16.85,41.8
Broadway,2025-01-09,14:09:00,181,112.3,197.19,47.9,19.2,59.76
Main St,2025-01-20,06:54:00,402,69.84,51.41,24.89,25.58,65.88
Main St,2025-01-03,01:05:00,261,125.59,89.53,37.63,18.61,46.01
Main St,2025-01-03,07:23:00,245,43.51,145.0,86.01,37.73,39.4
Park Ave,2025-01-30,21:50:00,161,39.18,113.05,48.18,36.45,55.03
5th Ave,2025-01-02,05:27:00,314,32.5,157.04,87.68,24.85,76.74
Main St,2025-01-17,04:57:00,268,68.9,184.12,28.83,29.81,73.08
Park Ave,2025-01-22,09:26:00,371,124.24,84.42,11.16,33.9,68.55
Broadway,2025-01-25,01:59:00,291,74.69,176.06,26.66,35.34,25.32
Broadway,2025-01-05,06:11:00,392,10.5,46.79,10.74,20.77,57.59
Park Ave,2025-01-17,18:36:00,375,66.23,168.54,56.08,39.32,41.47
Elm St,2025-01-28,06:11:00,396,55.98,130.2,96.49,15.77,65.46
Park Ave,2025-01-06,22:33:00,108,93.58,154.29,88.46,39.05,22.06
5th Ave,2025-01-03,07:40:00,32,45.93,135.71,5.15,16.25,24.12
Park Ave,2025-01-10,23:05:00,337,112.43,100.73,8.86,33.05,28.75
Elm St,2025-01-04,13:22:00,285,6.7,60.15,64.48,16.82,69.03
Park Ave,2025-01-21,11:29:00,99,113.15,170.55,52.01,31.38,27.53
Broadway,2025-01-21,04:30:00,397,119.5,75.56,31.13,22.81,49.69
Broadway,2025-01-08,23:18:00,218,42.94,45.47,88.4,24.0,67.1
Main St,2025-01-12,08:44:00,32,78.87,81.82,17.18,32.22,32.69
Park Ave,2025-01-17,01:07:00,123,134.59,132.05,25.43,31.75,79.17
Main St,2025-01-29,22:45:00,77,132.06,185.24,47.09,39.53,39.56
Main St,2025-01-08,21:52:00,481,116.34,59.98,87.52,24.94,68.69
Broadway,2025-01-08,02:25:00,220,136.71,27.34,85.97,16.78,65.61
Elm St,2025-01-21,08:36:00,389,144.44,141.57,73.71,34.85,71.26
Elm St,2025-01-20,12:11:00,465,54.04,41.22,64.41,26.73,53.3
5th Ave,2025-01-17,02:08:00,214,10.96,96.32,78.77,21.35,69.34
5th Ave,2025-01-18,08:53:00,88,108.86,156.24,51.28,24.73,24.3
Elm St,2025-01-21,03:50:00,31,16.24,20.8,73.72,29.92,24.5
5th Ave,2025-01-07,23:04:00,395,71.18,57.72,29.33,18.5,29.66
5th Ave,2025-01-18,17:28:00,73,120.7,46.47,32.18,17.8,40.93
5th Ave,2025-01-15,12:58:00,458,122.97,126.05,85.09,39.68,44.75
Park Ave,2025-01-14,07:21:00,445,22.27,81.91,79.44,35.38,34.45
Broadway,2025-01-07,00:56:00,253,114.68,116.83,96.85,24.33,51.7
Elm St,2025-01-18,03:55:00,86,83.48,48.45,10.73,17.49,68.49
Main St,2025-01-23,18:35:00,197,145.8,138.18,37.64,22.6,71.31
Park Ave,2025-01-24,03:55:00,398,6.24,180.45,42.19,35.25,47.69
Main St,2025-01-12,07:33:00,283,100.98,99.66,66.6,22.38,51.81
Elm St,2025-01-18,01:20:00,43,110.65,183.61,16.83,25.56,46.38
Elm St,2025-01-11,18:40:00,473,84.59,24.72,98.44,15.69,22.46
Broadway,2025-01-09,20:31:00,186,133.53,26.12,40.35,36.92,68.54
Park Ave,2025-01-04,05:04:00,77,132.27,29.56,11.56,16.85,60.7
Park Ave,2025-01-11,20:22:00,226,55.29,118.03,64.78,39.04,55.14
Park Ave,2025-01-11,16:42:00,361,143.2,53.34,28.71,39.28,21.07
Main St,2025-01-25,09:27:00,445,110.99,90.9,83.09,27.51,71.37
Park Ave,2025-01-17,17:47:00,494,42.72,75.51,91.27,30.21,24.13
Elm St,2025-01-07,00:02:00,18,51.52,23.91,18.03,27.41,51.36
Broadway,2025-01-04,13:37:00,133,98.83,95.21,95.9,34.42,31.84
Elm St,2025-01-23,18:57:00,42,33.36,189.47,78.95,28.88,61.47
Elm St,2025-01-29,11:17:00,162,117.65,155.06,31.31,30.54,68.71
Main St,2025-01-10,05:23:00,63,77.41,74.8,68.22,27.84,48.55
Main St,2025-01-18,10:49:00,496,64.34,192.95,59.79,36.83,54.71
Broadway,2025-01-29,11:44:00,12,78.98,137.51,25.12,32.55,41.51
5th Ave,2025-01-16,13:44:00,394,66.9,41.26,82.57,30.83,45.66
Main St,2025-01-23,08:10:00,20,40.19,159.13,74.62,37.92,50.59
Park Ave,2025-01-28,16:13:00,134,143.33,125.99,65.59,26.67,62.33
Main St,2025-01-04,11:14:00,171,71.84,108.74,86.38,32.75,49.93
5th Ave,2025-01-18,00:50:00,158,125.91,41.49,54.73,25.97,70.89
Main St,2025-01-10,23:45:00,258,126.16,69.11,21.1,30.38,50.96
Broadway,2025-01-29,15:53:00,39,8.56,57.33,35.26,21.49,50.49
Broadway,2025-01-19,19:47:00,257,136.49,175.4,80.34,25.03,71.96
Elm St,2025-01-27,20:07:00,78,122.11,88.79,69.72,38.03,38.82
5th Ave,2025-01-25,06:15:00,481,108.33,130.41,32.03,29.17,73.84
Main St,2025-01-12,23:10:00,273,19.81,171.38,26.71,22.53,51.87
Elm St,2025-01-30,10:12:00,347,90.5,181.13,23.89,33.73,44.92
Elm St,2025-01-09,11:02:00,384,102.26,161.49,70.95,33.19,27.35
Elm St,2025-01-09,06:59:00,52,140.05,64.52,36.73,35.82,33.34
5th Ave,2025-01-23,02:55:00,70,98.71,16.5,16.47,22.15,27.01
Park Ave,2025-01-17,13:26:00,489,44.03,89.23,71.13,16.17,20.39
Park Ave,2025-01-10,18:15:00,281,65.15,64.47,96.44,34.23,45.6
Broadway,2025-01-17,11:39:00,441,144.34,123.89,52.21,29.7,44.44
Main St,2025-01-05,15:43:00,431,101.56,187.14,32.14,17.82,75.15
Broadway,2025-01-25,03:21:00,9,49.99,175.97,17.26,30.44,60.15
Broadway,2025-01-25,11:38:00,433,125.95,182.89,78.6,29.6,79.77
Park Ave,2025-01-27,03:11:00,64,43.9,196.91,47.48,23.26,59.8
5th Ave,2025-01-20,09:11:00,335,140.97,86.17,21.56,18.49,66.91
Main St,2025-01-25,12:41:00,456,49.15,193.93,15.77,21.61,43.98
Elm St,2025-01-24,05:48:00,11,73.01,39.52,40.36,18.05,59.48
Elm St,2025-01-25,14:31:00,298,52.95,140.6,12.69,20.72,27.2
Elm St,2025-01-19,19:15:00,136,105.57,78.7,40.27,17.11,78.89
Elm St,2025-01-28,21:50:00,373,95.12,72.77,62.39,35.52,22.81
Park Ave,2025-01-03,11:05:00,64,135.35,119.27,52.03,22.31,35.29
Elm St,2025-01-16,06:13:00,371,16.89,23.7,97.94,32.4,50.42
Park Ave,2025-01-02,10:32:00,114,133.22,60.77,97.72,17.19,71.73
5th Ave,2025-01-06,21:30:00,345,36.02,45.8,45.7,21.61,54.57
Main St,2025-01-11,17:27:00,339,143.4,189.14,37.79,39.91,69.29
Park Ave,2025-01-18,03:12:00,432,61.28,150.43,94.36,26.65,46.36
5th Ave,2025-01-22,06:27:00,270,66.25,194.67,81.0,35.92,53.3
5th Ave,2025-01-19,03:39:00,315,70.6,15.47,14.55,23.96,70.18
Broadway,2025-01-29,18:13:00,292,6.62,69.91,35.64,32.36,46.7
Main St,2025-01-10,16:10:00,478,137.19,95.66,58.54,18.4,65.15
Broadway,2025-01-28,18:56:00,113,131.13,116.04,43.2,39.65,74.3
Main St,2025-01-06,16:17:00,276,19.55,192.55,90.19,16.96,38.66
Broadway,2025-01-29,00:09:00,168,78.67,89.61,39.06,26.17,31.43
Park Ave,2025-01-07,11:06:00,96,81.82,102.05,37.8,28.16,59.89
Broadway,2025-01-29,02:11:00,412,130.93,63.33,73.88,18.41,31.52
Main St,2025-01-09,04:22:00,349,99.5,70.47,45.16,28.57,25.87
Broadway,2025-01-21,03:18:00,91,145.88,165.26,66.46,27.05,41.31
Elm St,2025-01-24,01:22:00,223,28.03,80.73,20.0,37.68,76.54
Broadway,2025-01-03,10:54:00,82,107.09,78.5,35.95,34.55,79.19
Elm St,2025-01-11,08:32:00,283,108.11,164.09,96.33,22.95,40.02
5th Ave,2025-01-02,12:51:00,47,17.83,51.01,34.51,38.9,72.53
5th Ave,2025-01-03,03:49:00,345,93.57,15.02,40.54,26.6,76.06
5th Ave,2025-01-08,11:26:00,290,83.23,30.53,73.1,36.33,42.85
5th Ave,2025-01-19,07:26:00,208,14.88,109.42,8.39,29.73,45.33
5th Ave,2025-01-24,17:13:00,84,142.37,111.76,29.36,38.58,72.04
5th Ave,2025-01-01,02:02:00,101,87.9,83.86,28.99,19.0,52.16
Park Ave,2025-01-19,06:43:00,396,65.63,37.08,62.33,20.14,26.14
Park Ave,2025-01-14,03:46:00,428,30.8,118.33,62.27,27.36,79.38
Elm St,2025-01-09,16:07:00,227,97.45,132.46,87.12,25.69,54.15
Broadway,2025-01-24,16:34:00,416,130.7,69.02,27.05,20.2,70.04
Elm St,2025-01-28,20:55:00,490,37.48,19.39,49.69,35.72,32.36
Park Ave,2025-01-29,19:18:00,311,104.91,116.52,63.99,20.92,31.73
Main St,2025-01-05,19:33:00,477,144.04,114.22,77.71,28.95,78.54
Park Ave,2025-01-27,15:34:00,255,83.3,179.57,59.67,25.93,69.77
Elm St,2025-01-16,01:49:00,219,111.66,148.54,88.11,18.87,29.5
Main St,2025-01-30,12:01:00,46,31.08,134.53,24.74,19.58,22.85
Elm St,2025-01-15,05:53:00,277,137.4,130.42,10.8,21.58,73.6
Main St,2025-01-16,14:35:00,299,99.18,74.15,43.94,36.82,64.88
Elm St,2025-01-28,14:07:00,209,52.63,88.49,71.02,28.27,33.24
5th Ave,2025-01-19,19:28:00,95,59.78,153.65,11.07,17.48,77.32
Broadway,2025-01-26,00:47:00,437,56.43,174.84,61.55,31.07,75.11
5th Ave,2025-01-12,00:22:00,468,67.97,187.3,93.42,17.8,32.8
Broadway,2025-01-13,02:33:00,334,88.31,47.14,92.34,23.66,22.68
Park Ave,2025-01-06,10:22:00,121,13.7,24.23,88.96,27.97,72.04
Main St,2025-01-30,11:59:00,207,77.44,103.24,43.85,22.26,60.11
Main St,2025-01-05,16:17:00,48,43.35,125.66,88.39,31.92,54.22
Main St,2025-01-27,19:36:00,362,27.81,118.02,54.84,15.62,45.94
5th Ave,2025-01-11,21:31:00,210,50.58,147.75,44.26,31.78,39.01
Elm St,2025-01-17,03:13:00,92,137.72,130.88,71.98,16.08,60.96
5th Ave,2025-01-23,16:07:00,231,102.49,35.77,54.07,22.78,79.07
Main St,2025-01-08,07:49:00,480,58.34,124.7,59.13,16.3,40.53
Main St,2025-01-20,03:35:00,497,108.95,107.94,35.19,19.08,39.55
Main St,2025-01-18,15:39:00,420,6.56,67.91,39.67,18.81,62.86
Elm St,2025-01-17,00:21:00,92,54.97,151.02,94.58,22.17,57.08
Main St,2025-01-17,16:19:00,407,21.78,84.02,36.36,23.5,77.04
Elm St,2025-01-28,01:16:00,324,20.66,190.29,76.96,29.07,31.0
Park Ave,2025-01-07,13:26:00,82,75.85,37.11,81.8,36.59,37.72
Main St,2025-01-08,05:06:00,284,133.61,26.48,36.17,20.2,39.22
Elm St,2025-01-12,09:38:00,461,22.3,175.33,90.98,39.89,43.98
Park Ave,2025-01-29,10:48:00,97,42.19,48.55,95.53,23.39,50.52
5th Ave,2025-01-26,13:36:00,156,10.75,119.34,82.2,23.65,34.91
5th Ave,2025-01-01,04:34:00,232,138.37,170.85,61.55,23.56,54.3
Elm St,2025-01-03,10:27:00,384,121.94,195.0,13.14,23.52,48.03
Park Ave,2025-01-22,08:04:00,443,91.94,37.13,33.1,15.38,73.01
Broadway,2025-01-26,19:43:00,240,67.87,180.62,94.96,23.74,52.3
Elm St,2025-01-03,05:42:00,367,77.77,151.7,14.42,22.73,39.14
5th Ave,2025-01-20,02:58:00,261,27.28,42.23,58.7,16.92,53.21
5th Ave,2025-01-10,18:29:00,118,82.62,75.5,40.32,31.61,69.17
Main St,2025-01-12,13:03:00,71,16.64,65.39,75.69,24.14,70.41
5th Ave,2025-01-04,17:18:00,494,68.17,93.56,26.36,28.25,61.02
Main St,2025-01-24,21:52:00,478,56.03,82.3,84.08,35.65,68.29
Main St,2025-01-26,21:02:00,180,67.52,44.27,73.28,26.51,50.26
Elm St,2025-01-27,09:18:00,82,83.59,166.4,62.35,37.05,52.72
5th Ave,2025-01-26,07:45:00,13,79.55,14.31,60.93,23.72,39.51
5th Ave,2025-01-14,08:15:00,492,25.25,31.44,18.34,19.07,65.02
Park Ave,2025-01-16,06:01:00,79,31.46,84.84,33.81,35.21,56.59
Broadway,2025-01-04,13:36:00,295,145.68,35.07,22.75,26.54,58.98
Park Ave,2025-01-03,02:30:00,74,83.99,175.3,98.99,33.81,42.83
Park Ave,2025-01-02,12:34:00,445,101.2,64.3,34.64,35.84,36.65
Main St,2025-01-13,03:39:00,360,50.26,13.87,64.66,15.4,21.16
Elm St,2025-01-14,14:49:00,128,46.12,182.67,99.41,15.41,25.23
Elm St,2025-01-08,04:37:00,191,108.33,44.64,55.71,16.02,40.93
Park Ave,2025-01-23,22:52:00,392,130.62,119.65,54.61,30.4,66.58
Broadway,2025-01-05,10:28:00,500,115.03,143.5,37.61,24.18,33.05
Broadway,2025-01-14,18:52:00,81,17.17,73.2,28.32,37.7,69.44
Elm St,2025-01-14,20:44:00,461,92.93,75.33,24.99,22.29,43.1
5th Ave,2025-01-02,12:38:00,339,101.7,23.12,60.08,28.32,29.32
Broadway,2025-01-13,06:45:00,463,90.55,102.92,6.83,29.39,22.15
5th Ave,2025-01-01,20:25:00,36,64.67,152.1,5.19,17.31,54.17
Broadway,2025-01-18,15:46:00,65,36.33,62.81,24.79,18.32,33.86
Park Ave,2025-01-28,14:12:00,148,118.13,47.52,57.04,21.46,73.51
Park Ave,2025-01-05,14:21:00,74,58.0,190.48,27.27,34.06,36.3
Main St,2025-01-27,15:42:00,376,33.84,147.75,52.08,36.85,61.95
Elm St,2025-01-14,19:33:00,300,85.41,109.35,48.04,27.31,35.29
Main St,2025-01-22,22:09:00,60,65.48,194.95,73.33,30.33,61.46
5th Ave,2025-01-01,20:30:00,166,145.68,194.75,32.5,31.09,72.25
Elm St,2025-01-26,13:25:00,180,40.47,174.74,5.25,26.31,51.71
Elm St,2025-01-19,05:26:00,186,144.95,92.65,39.09,31.75,54.19
Broadway,2025-01-20,19:00:00,157,28.91,47.52,18.78,21.28,78.51
Park Ave,2025-01-29,09:55:00,1,61.94,88.76,47.11,21.89,50.68
Park Ave,2025-01-29,05:41:00,172,86.23,72.07,18.98,26.74,44.88
Broadway,2025-01-17,14:16:00,375,12.99,42.01,51.67,30.98,76.5
Broadway,2025-01-22,23:27:00,270,117.68,123.87,33.6,33.9,35.89
Park Ave,2025-01-19,04:08:00,123,124.94,122.99,73.9,30.17,65.41
Elm St,2025-01-05,06:26:00,43,17.11,32.89,87.34,26.92,66.95
Park Ave,2025-01-25,22:21:00,416,131.4,52.05,88.84,35.62,56.85
Main St,2025-01-05,02:40:00,88,35.97,109.06,63.39,18.03,73.64
Main St,2025-01-18,20:01:00,450,47.93,33.91,84.21,16.55,63.47
Main St,2025-01-12,00:45:00,105,63.49,90.67,94.63,37.74,41.89
Main St,2025-01-15,12:01:00,99,22.56,26.72,98.11,23.66,33.67
5th Ave,2025-01-01,09:40:00,75,115.43,76.13,92.81,28.04,46.59
Park Ave,2025-01-24,14:51:00,384,113.75,174.53,59.83,19.18,74.37
Main St,2025-01-15,11:16:00,408,67.15,75.46,7.8,35.58,42.53
5th Ave,2025-01-27,09:03:00,480,21.87,77.72,80.62,26.06,46.37
Broadway,2025-01-21,01:19:00,390,113.63,60.09,63.29,36.22,73.79
Elm St,2025-01-19,03:39:00,75,136.13,104.53,72.84,27.46,64.13
5th Ave,2025-01-04,05:08:00,292,131.52,155.55,69.98,23.32,32.4
Main St,2025-01-21,04:59:00,353,142.67,100.31,33.37,35.13,54.17
Elm St,2025-01-08,10:05:00,366,9.77,146.06,7.22,33.21,30.05
Elm St,2025-01-10,12:38:00,373,52.28,57.0,17.46,19.53,72.93
Main St,2025-01-18,13:22:00,261,106.85,32.38,40.45,37.56,26.87
Park Ave,2025-01-06,15:34:00,203,37.38,58.67,6.59,35.95,53.65
5th Ave,2025-01-03,09:25:00,97,109.0,26.38,30.89,17.78,60.38
Main St,2025-01-26,16:14:00,415,96.89,124.11,13.61,38.68,27.05
Park Ave,2025-01-11,16:16:00,459,75.64,140.29,63.13,22.91,25.57
Main St,2025-01-16,18:24:00,89,142.56,153.39,10.02,28.8,40.42
Park Ave,2025-01-04,06:23:00,484,79.94,179.31,7.9,33.93,52.9
Broadway,2025-01-02,01:23:00,28,110.46,180.82,63.28,25.99,31.94
Main St,2025-01-20,18:31:00,452,15.26,152.56,30.78,26.25,32.7
Broadway,2025-01-15,20:16:00,103,55.96,11.66,67.91,22.75,59.29
Park Ave,2025-01-26,14:56:00,425,57.93,119.6,84.1,37.04,30.54
Main St,2025-01-08,02:16:00,466,118.23,62.52,46.6,37.46,57.46
Main St,2025-01-22,06:16:00,63,51.15,64.85,9.09,24.39,36.29
Broadway,2025-01-22,07:50:00,434,44.09,62.04,87.81,37.71,25.21
Broadway,2025-01-14,01:17:00,58,122.46,189.81,8.53,24.72,65.52
Park Ave,2025-01-18,02:25:00,402,8.43,63.56,84.27,21.54,63.35
Broadway,2025-01-09,05:19:00,199,74.71,70.97,36.93,31.66,34.89
5th Ave,2025-01-09,12:49:00,126,18.28,84.11,10.24,36.14,29.5
Broadway,2025-01-11,15:34:00,185,96.29,166.96,26.1,29.44,30.94
Broadway,2025-01-11,19:04:00,295,82.75,10.4,9.61,24.64,43.18
Main St,2025-01-25,01:10:00,113,31.0,130.99,73.45,39.26,34.5
5th Ave,2025-01-29,23:03:00,78,61.24,71.01,26.51,18.71,24.09
Main St,2025-01-07,18:47:00,408,146.3,168.73,83.58,20.2,30.66
Main St,2025-01-01,23:15:00,423,19.14,55.68,21.0,36.15,54.87
Broadway,2025-01-25,12:43:00,247,131.19,107.88,45.66,30.56,63.11
Broadway,2025-01-03,14:28:00,149,80.62,32.84,88.16,35.66,42.08
Elm St,2025-01-02,16:43:00,123,106.14,150.31,7.49,24.11,25.26
5th Ave,2025-01-12,09:40:00,80,74.92,32.14,34.07,21.7,24.21
Park Ave,2025-01-06,01:53:00,58,47.75,100.7,12.8,22.83,27.46
Main St,2025-01-23,02:39:00,301,81.2,79.47,59.15,27.94,72.28
Elm St,2025-01-11,15:41:00,342,63.62,117.07,46.46,38.15,46.46
Main St,2025-01-11,23:36:00,427,27.62,100.99,90.45,35.28,50.03
Main St,2025-01-15,15:30:00,60,102.78,73.68,18.9,31.57,46.06
Elm St,2025-01-10,07:24:00,330,129.3,91.36,85.11,25.89,41.91
Park Ave,2025-01-18,13:24:00,117,77.66,126.55,18.88,16.49,74.7
Elm St,2025-01-16,14:57:00,154,129.24,133.54,48.66,29.94,53.82
5th Ave,2025-01-09,19:48:00,7,52.79,72.16,5.37,16.76,59.93
Elm St,2025-01-29,22:34:00,402,13.4,144.85,54.01,31.73,41.92
Park Ave,2025-01-03,23:00:00,31,99.02,108.56,93.29,25.53,34.37
Park Ave,2025-01-02,04:41:00,166,39.38,122.16,37.26,26.39,43.16
Elm St,2025-01-22,01:01:00,397,80.24,68.13,50.42,35.79,23.2
Main St,2025-01-15,08:24:00,168,60.04,102.09,75.82,29.29,73.16
Main St,2025-01-18,23:58:00,350,28.79,84.02,26.41,23.9,59.44
Park Ave,2025-01-22,10:36:00,158,126.99,13.57,91.22,32.24,74.23
Main St,2025-01-21,18:32:00,36,65.45,27.59,29.89,31.88,68.56
Broadway,2025-01-07,19:50:00,255,142.79,10.01,48.23,27.03,42.17
Park Ave,2025-01-14,01:30:00,245,28.39,93.48,49.48,25.97,73.87
Main St,2025-01-16,00:08:00,85,68.57,143.96,83.97,25.23,53.66
Elm St,2025-01-30,03:35:00,245,68.71,75.38,33.51,16.61,62.46
Main St,2025-01-28,07:33:00,397,29.77,192.52,69.75,16.19,57.31
Elm St,2025-01-14,22:33:00,236,44.49,56.63,76.24,17.01,56.57
Main St,2025-01-23,04:18:00,92,115.49,193.51,42.41,15.1,49.36
Park Ave,2025-01-01,07:05:00,298,39.22,46.88,33.15,20.79,43.04
Broadway,2025-01-09,06:11:00,435,116.23,124.62,70.54,18.59,61.71
5th Ave,2025-01-09,20:39:00,210,124.48,173.07,12.67,33.29,49.78
Park Ave,2025-01-02,01:36:00,121,69.54,22.25,51.07,18.77,35.3
Park Ave,2025-01-03,07:51:00,297,27.83,114.77,68.67,35.17,67.59
Park Ave,2025-01-29,09:53:00,478,58.45,38.49,78.77,20.48,60.58
Broadway,2025-01-07,04:39:00,429,101.97,47.32,66.81,16.04,56.87
Broadway,2025-01-26,20:19:00,445,145.01,160.94,98.35,21.15,25.39
Elm St,2025-01-08,10:31:00,427,98.69,23.85,64.86,34.83,41.1
Main St,2025-01-02,17:05:00,220,6.74,67.92,25.78,20.58,77.24
5th Ave,2025-01-18,19:10:00,487,8.83,137.38,57.67,36.34,22.9
Main St,2025-01-28,00:25:00,95,98.3,177.17,12.49,17.45,61.11
Broadway,2025-01-18,13:30:00,461,61.73,88.84,87.82,26.75,22.05
5th Ave,2025-01-07,15:51:00,406,57.21,25.06,79.94,23.01,56.73
Elm St,2025-01-20,00:54:00,149,140.51,15.74,5.2,18.72,71.28
5th Ave,2025-01-16,22:39:00,128,42.61,93.18,96.59,30.23,62.65
5th Ave,2025-01-28,02:05:00,363,140.91,179.44,39.69,15.03,30.94
5th Ave,2025-01-16,00:18:00,466,74.85,139.71,71.3,36.0,24.08
Park Ave,2025-01-03,01:52:00,256,116.91,145.29,32.69,38.03,79.29
Main St,2025-01-15,01:05:00,317,141.11,190.44,60.71,33.98,57.59
Elm St,2025-01-01,10:12:00,74,19.93,81.9,12.72,33.59,51.89
Elm St,2025-01-26,14:44:00,461,97.22,76.02,49.21,36.0,22.67
5th Ave,2025-01-26,10:54:00,481,12.69,24.44,56.5,26.88,41.43
Elm St,2025-01-04,12:51:00,97,16.88,100.69,37.53,33.49,41.46
5th Ave,2025-01-24,02:04:00,61,144.33,117.64,37.78,24.09,44.65
Park Ave,2025-01-30,07:34:00,138,101.89,115.78,31.96,15.09,58.17
Elm St,2025-01-04,00:38:00,245,35.02,184.49,38.85,39.23,76.43
Park Ave,2025-01-22,13:34:00,107,118.79,148.96,43.56,23.98,31.59
Main St,2025-01-29,10:43:00,49,52.11,140.54,22.07,23.88,28.1
Elm St,2025-01-04,16:37:00,242,8.0,175.15,19.77,34.47,61.8
5th Ave,2025-01-06,19:38:00,143,63.69,182.95,61.58,39.88,60.77
Park Ave,2025-01-06,21:06:00,453,13.96,17.32,48.33,32.11,79.54
Park Ave,2025-01-21,22:16:00,297,74.37,41.68,43.32,22.44,67.65
Elm St,2025-01-26,16:37:00,476,128.24,47.02,47.67,28.34,32.43
Elm St,2025-01-04,23:52:00,467,32.66,79.75,36.08,29.7,65.92
Broadway,2025-01-06,12:47:00,304,23.99,46.01,58.67,28.41,20.37
Main St,2025-01-28,13:21:00,15,59.46,198.63,69.48,32.23,26.88
Broadway,2025-01-14,10:30:00,272,29.6,167.86,84.75,17.68,58.86
Main St,2025-01-08,02:32:00,237,37.72,156.23,63.11,25.33,78.45
Park Ave,2025-01-11,17:34:00,50,56.08,39.02,95.36,24.29,24.89
Elm St,2025-01-06,05:40:00,121,28.17,113.85,37.34,19.66,21.83
Main St,2025-01-10,22:30:00,126,144.42,90.76,62.53,33.36,60.9
Main St,2025-01-24,06:54:00,148,141.69,60.96,14.43,24.23,35.55
Elm St,2025-01-01,03:21:00,113,35.05,188.88,60.21,37.54,52.18
Main St,2025-01-27,11:30:00,399,84.79,13.61,35.01,35.34,64.46
5th Ave,2025-01-09,15:46:00,401,135.52,159.82,25.17,33.28,69.48
5th Ave,2025-01-22,16:38:00,320,95.45,37.22,89.22,32.35,42.09
Broadway,2025-01-25,13:09:00,294,13.23,17.88,28.44,36.18,48.81
Park Ave,2025-01-11,20:42:00,242,67.11,180.13,59.04,16.29,55.82
Elm St,2025-01-13,02:12:00,485,141.28,105.75,32.28,25.47,60.47
Main St,2025-01-06,17:00:00,108,19.25,135.35,9.02,39.59,26.06
Main St,2025-01-16,14:07:00,134,130.73,180.27,17.23,32.93,76.26
